gene_id	gene_name	omims	omim_id
ENSG00000166819	PLIN1	PLIN1 (LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 4; FPLD4;;LIPODYSTROPHY, FAMILIAL PARTIAL, ASSOCIATED WITH PLIN1 MUTATIONS)	613877
ENSG00000075891	PAX2	PAX2 (PAPILLORENAL SYNDROME; PAPRS;;RENAL-COLOBOMA SYNDROME;;OPTIC NERVE COLOBOMA WITH RENAL DISEASE;;COLOBOMA OF OPTIC NERVE WITH RENAL DISEASE;;OPTIC COLOBOMA, VESICOURETERAL REFLUX, AND RENAL ANOMALIES;;RENAL-COLOBOMA SYNDROME WITH MACULAR ABNORMALITIE /.../GENITAL ANOMALIES OF THE KIDNEY AND URINARY TRACT WITH OR WITHOUT OCULAR ABNORMALITIES;;CAKUT WITH OR WITHOUT OCULAR ABNORMALITIES)	120330
ENSG00000075891	PAX2	PAX2 (FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7; FSGS7;;GLOMERULOSCLEROSIS, FOCAL SEGMENTAL, 7)	616002
ENSG00000146197	SCUBE3	SCUBE3 (SHORT STATURE, FACIAL DYSMORPHISM, AND SKELETAL ANOMALIES WITH OR WITHOUT CARDIAC ANOMALIES 2; SSFSC2)	619184
ENSG00000113621	TXNDC15	TXNDC15 (MECKEL SYNDROME 14; MKS14)	619879
ENSG00000113140	SPARC	SPARC (OSTEOGENESIS IMPERFECTA, TYPE XVII; OI17)	616507
ENSG00000130595	TNNT3	TNNT3 (ARTHROGRYPOSIS, DISTAL, TYPE 2B2; DA2B2)	618435
ENSG00000106028	SSBP1	SSBP1 (OPTIC ATROPHY 13 WITH RETINAL AND FOVEAL ABNORMALITIES; OPA13;;OPTIC ATROPHY WITH NEGATIVE ELECTRORETINOGRAMS, FORMERLY)	165510
ENSG00000198914	POU3F3	POU3F3 (SNIJDERS BLOK-FISHER SYNDROME; SNIBFIS)	618604
ENSG00000166816	LDHD	LDHD (D-LACTIC ACIDURIA WITH GOUT; DLACD;;URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 7; UAQTL7;;GOUT, SUSCEPTIBILITY TO, 5; GOUT5)	245450
ENSG00000114867	EIF4G1	EIF4G1 (PARKINSON DISEASE 18, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK18)	614251
ENSG00000147168	IL2RG	IL2RG (SEVERE COMBINED IMMUNODEFICIENCY, X-LINKED; SCIDX1;;SEVERE COMBINED IMMUNODEFICIENCY, X-LINKED, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-NEGATIVE;;SCIDX; XSCID;;SCID, X-LINKED;;IMMUNODEFICIENCY 4; IMD4)	300400
ENSG00000147168	IL2RG	IL2RG (COMBINED IMMUNODEFICIENCY, X-LINKED; CIDX;;XCID;;IMMUNODEFICIENCY 6; IMD6)	312863
ENSG00000145888	GLRA1	GLRA1 (HYPEREKPLEXIA 1; HKPX1;;STARTLE DISEASE, FAMILIAL;;STARTLE REACTION, EXAGGERATED;;EXAGGERATED STARTLE REACTION;;STHE;;STIFF-BABY SYNDROME;;STIFF-MAN SYNDROME, CONGENITAL;;STIFF-PERSON SYNDROME, CONGENITAL;;KOK DISEASE)	149400
ENSG00000125351	UPF3B	UPF3B (INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 14; MRXS14;;MENTAL RETARDATION, X-LINKED, SYNDROMIC 14)	300676
ENSG00000107815	TWNK	TWNK (MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE); MTDPS7;;SPINOCEREBELLAR ATAXIA, INFANTILE-ONSET; IOSCA;;OPHTHALMOPLEGIA, HYPOTONIA, ATAXIA, HYPOACUSIS, AND ATHETOSIS;;OHAHA SYNDROME;;SPINOCEREBELLAR ATAXIA, INFANTILE, WITH SENSORY NEUR /.../;;SPINOCEREBELLAR ATAXIA 8, FORMERLY; SCA8, FORMERLY)	271245
ENSG00000107815	TWNK	TWNK (SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO;;SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA WITH EPILEPSY, INCLUDED; SCAE, INCLUDED;;EPILEPSY, PROGRESSIVE MYOCLONIC, WITH /.../RY ATAXIC NEUROPATHY, INCLUDED;;EPILEPSY, PROGRESSIVE MYOCLONIC, 5, FORMERLY, INCLUDED; EPM5, FORMERLY, INCLUDED)	607459
ENSG00000107815	TWNK	TWNK (PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 3; PEOA3;;PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL DOMINANT 3)	609286
ENSG00000107815	TWNK	TWNK (PERRAULT SYNDROME 5; PRLTS5)	616138
ENSG00000165643	SOHLH1	SOHLH1 (OVARIAN DYSGENESIS 5; ODG5)	617690
ENSG00000165643	SOHLH1	SOHLH1 (SPERMATOGENIC FAILURE 32; SPGF32)	618115
ENSG00000107147	KCNT1	KCNT1 (DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 14; DEE14;;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14; EIEE14)	614959
ENSG00000107147	KCNT1	KCNT1 (EPILEPSY, NOCTURNAL FRONTAL LOBE, 5; ENFL5)	615005
ENSG00000147065	MSN	MSN (IMMUNODEFICIENCY 50; IMD50;;IMMUNODEFICIENCY 50, X-LINKED RECESSIVE)	300988
ENSG00000164175	SLC45A2	SLC45A2 (SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 5; SHEP5;;SKIN/HAIR/EYE PIGMENTATION 5, BLACK/NONBLACK HAIR;;SKIN/HAIR/EYE PIGMENTATION 5, DARK/LIGHT EYES;;SKIN/HAIR/EYE PIGMENTATION 5, DARK/FAIR SKIN)	227240
ENSG00000164175	SLC45A2	SLC45A2 (ALBINISM, OCULOCUTANEOUS, TYPE IV; OCA4;;OCULOCUTANEOUS ALBINISM, TYPE IV)	606574
ENSG00000186862	PDZD7	PDZD7 (USHER SYNDROME, TYPE IIA; USH2A)	276901
ENSG00000186862	PDZD7	PDZD7 (USHER SYNDROME, TYPE IIC; USH2C USHER SYNDROME, TYPE IIC, GPR98/PDZD7, DIGENIC, INCLUDED;;USHER SYNDROME, TYPE IIB, FORMERLY, INCLUDED; USH2B, FORMERLY, INCLUDED)	605472
ENSG00000186862	PDZD7	PDZD7 (DEAFNESS, AUTOSOMAL RECESSIVE 57; DFNB57)	618003
ENSG00000112041	TULP1	TULP1 (RETINITIS PIGMENTOSA 14; RP14)	600132
ENSG00000112041	TULP1	TULP1 (LEBER CONGENITAL AMAUROSIS 15; LCA15 RETINITIS PIGMENTOSA, JUVENILE, TULP1-RELATED, INCLUDED)	613843
ENSG00000101935	AMMECR1	AMMECR1 (MIDFACE HYPOPLASIA, HEARING IMPAIRMENT, ELLIPTOCYTOSIS, AND NEPHROCALCINOSIS; MFHIEN)	300990
ENSG00000111249	CUX2	CUX2 (DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 67; DEE67;;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 67; EIEE67)	618141
ENSG00000074317	SNCB	SNCB (DEMENTIA, LEWY BODY; DLB;;LEWY BODY DEMENTIA;;DIFFUSE LEWY BODY DISEASE DIFFUSE LEWY BODY DISEASE WITH GAZE PALSY, INCLUDED;;LEWY BODY VARIANT OF ALZHEIMER DISEASE, INCLUDED)	127750
ENSG00000130826	DKC1	DKC1 (DYSKERATOSIS CONGENITA, X-LINKED; DKCX;;ZINSSER-COLE-ENGMAN SYNDROME HOYERAAL-HREIDARSSON SYNDROME, INCLUDED; HHS, INCLUDED;;CEREBELLAR HYPOPLASIA WITH PANCYTOPENIA, INCLUDED;;GROWTH RETARDATION, PRENATAL, WITH PROGRESSIVE PANCYTOPENIA AND CEREBELLA /.../PLASIA, INCLUDED)	305000
ENSG00000130363	RSPH3	RSPH3 (CILIARY DYSKINESIA, PRIMARY, 32; CILD32;;CILIARY DYSKINESIA, PRIMARY, 32, WITHOUT SITUS INVERSUS)	616481
ENSG00000090659	CD209	CD209 (MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO MYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED)	607948
ENSG00000090659	CD209	CD209 (HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO;;HIV-1, SUSCEPTIBILITY TO HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, RESISTANCE TO, INCLUDED;;HIV-1, RESISTANCE TO, INCLUDED;;ACQUIRED IMMUNODEFICIENCY SYNDROME, PROGRESSION TO, INCLUDED;;AIDS, PROGRE /.../TO, INCLUDED)	609423
ENSG00000090659	CD209	CD209 (DENGUE VIRUS, SUSCEPTIBILITY TO DENGUE FEVER, SUSCEPTIBILITY TO, INCLUDED;;DENGUE FEVER, PROTECTION AGAINST, INCLUDED;;DENGUE HEMORRHAGIC FEVER, SUSCEPTIBILITY TO, INCLUDED;;DENGUE SHOCK SYNDROME, SUSCEPTIBILITY TO, INCLUDED)	614371
ENSG00000123552	USP45	USP45 (LEBER CONGENITAL AMAUROSIS 19; LCA19)	618513
ENSG00000167526	RPL13	RPL13 (SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE; SEMDIST)	618728
ENSG00000113083	LOX	LOX (AORTIC ANEURYSM, FAMILIAL THORACIC 10; AAT10;;AORTIC ANEURYSM, THORACIC, WITH OR WITHOUT AORTIC DISSECTION)	617168
ENSG00000064989	CALCRL	CALCRL (LYMPHATIC MALFORMATION 8; LMPHM8)	618773
ENSG00000143318	CASQ1	CASQ1 (MYOPATHY, VACUOLAR, WITH CASQ1 AGGREGATES; VMCQA)	616231
ENSG00000110436	SLC1A2	SLC1A2 (DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 41; DEE41;;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 41; EIEE41)	617105
ENSG00000128519	TAS2R16	TAS2R16 (BETA-GLUCOPYRANOSIDE TASTING; BGLPT)	617956
ENSG00000181163	NPM1	NPM1 (LEUKEMIA, ACUTE MYELOID; AML;;LEUKEMIA, ACUTE MYELOGENOUS LEUKEMIA, ACUTE MYELOID, SUSCEPTIBILITY TO, INCLUDED)	601626
ENSG00000127884	ECHS1	ECHS1 (MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY; ECHS1D)	616277
ENSG00000205336	ADGRG1	ADGRG1 (POLYMICROGYRIA, BILATERAL FRONTOPARIETAL; BFPP;;CEREBELLAR ATAXIA WITH NEURONAL MIGRATION DEFECT)	606854
ENSG00000205336	ADGRG1	ADGRG1 (POLYMICROGYRIA, BILATERAL PERISYLVIAN, AUTOSOMAL RECESSIVE; BPPR;;PMGR)	615752
ENSG00000090674	MCOLN1	MCOLN1 (MUCOLIPIDOSIS IV; ML4;;ML IV;;SIALOLIPIDOSIS)	252650
ENSG00000225830	ERCC6	ERCC6 (COCKAYNE SYNDROME B; CSB)	133540
ENSG00000225830	ERCC6	ERCC6 (LUNG CANCER ALVEOLAR CELL CARCINOMA, INCLUDED;;ADENOCARCINOMA OF LUNG, INCLUDED;;NONSMALL CELL LUNG CANCER, INCLUDED;;LUNG CANCER, PROTECTION AGAINST, INCLUDED)	211980
ENSG00000225830	ERCC6	ERCC6 (CEREBROOCULOFACIOSKELETAL SYNDROME 1; COFS1;;COFS SYNDROME; COFS;;PENA-SHOKEIR SYNDROME, TYPE II)	214150
ENSG00000225830	ERCC6	ERCC6 (DE SANCTIS-CACCHIONE SYNDROME)	278800
ENSG00000225830	ERCC6	ERCC6 (UV-SENSITIVE SYNDROME 1; UVSS1)	600630
ENSG00000225830	ERCC6	ERCC6 (MACULAR DEGENERATION, AGE-RELATED, 5; ARMD5)	613761
ENSG00000225830	ERCC6	ERCC6 (PREMATURE OVARIAN FAILURE 11; POF11)	616946
ENSG00000070748	CHAT	CHAT (MYASTHENIC SYNDROME, CONGENITAL, 6, PRESYNAPTIC; CMS6;;MYASTHENIC SYNDROME, PRESYNAPTIC, CONGENITAL, ASSOCIATED WITH EPISODIC APNEA; CMSEA;;CONGENITAL MYASTHENIC SYNDROME TYPE Ia2, FORMERLY; CMS1A2, FORMERLY;;CMS Ia2, FORMERLY;;MYASTHENIA, FAMILIAL  /.../ILE, FORMERLY; FIM, FORMERLY;;MYASTHENIA GRAVIS, FAMILIAL INFANTILE, 2, FORMERLY; FIMG2, FORMERLY)	254210
ENSG00000188095	MESP2	MESP2 (SPONDYLOCOSTAL DYSOSTOSIS 1, AUTOSOMAL RECESSIVE; SCDO1;;VERTEBRAL ANOMALIES;;JARCHO-LEVIN SYNDROME;;SPONDYLOTHORACIC DYSPLASIA;;COSTOVERTEBRAL DYSPLASIA;;SPONDYLOTHORACIC DYSOSTOSIS)	277300
ENSG00000188095	MESP2	MESP2 (SPONDYLOCOSTAL DYSOSTOSIS 2, AUTOSOMAL RECESSIVE; SCDO2)	608681
ENSG00000032444	PNPLA6	PNPLA6 (BOUCHER-NEUHAUSER SYNDROME; BNHS;;SPINOCEREBELLAR ATAXIA, HYPOGONADOTROPIC HYPOGONADISM, AND CHORIORETINAL DYSTROPHY)	215470
ENSG00000032444	PNPLA6	PNPLA6 (LAURENCE-MOON SYNDROME; LNMS)	245800
ENSG00000032444	PNPLA6	PNPLA6 (OLIVER-MCFARLANE SYNDROME; OMCS;;TRICHOMEGALY WITH MENTAL RETARDATION, DWARFISM, AND PIGMENTARY DEGENERATION OF RETINA;;EYELASHES, LONG, WITH MENTAL RETARDATION)	275400
ENSG00000032444	PNPLA6	PNPLA6 (SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND)	612020
ENSG00000129295	DNAAF11	DNAAF11 (CILIARY DYSKINESIA, PRIMARY, 19; CILD19;;CILIARY DYSKINESIA, PRIMARY, 19, WITH OR WITHOUT SITUS INVERSUS)	614935
ENSG00000116147	TNR	TNR (NEURODEVELOPMENTAL DISORDER, NONPROGRESSIVE, WITH SPASTICITY AND TRANSIENT OPISTHOTONUS; NEDSTO)	619653
ENSG00000203879	GDI1	GDI1 (INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 41; XLID41;;MENTAL RETARDATION, X-LINKED 41; MRX41;;MENTAL RETARDATION, X-LINKED 48; MRX48)	300849
ENSG00000187714	SLC18A3	SLC18A3 (MYASTHENIC SYNDROME, CONGENITAL, 21, PRESYNAPTIC; CMS21)	617239
ENSG00000160602	NEK8	NEK8 (NEPHRONOPHTHISIS 9; NPHP9)	613824
ENSG00000160602	NEK8	NEK8 (RENAL-HEPATIC-PANCREATIC DYSPLASIA 2; RHPD2)	615415
ENSG00000102312	PORCN	PORCN (FOCAL DERMAL HYPOPLASIA; FDH;;FODH; DHOF;;GOLTZ SYNDROME;;GOLTZ-GORLIN SYNDROME)	305600
ENSG00000123700	KCNJ2	KCNJ2 (ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS;;ANDERSEN SYNDROME;;LONG QT SYNDROME 7; LQT7;;ANDERSEN-TAWIL SYNDROME; ATS;;PERIODIC PARALYSIS, POTASSIUM-SENSITIVE CARDIODYSRHYTHMIC TYPE)	170390
ENSG00000123700	KCNJ2	KCNJ2 (SHORT QT SYNDROME 3; SQT3)	609622
ENSG00000123700	KCNJ2	KCNJ2 (ATRIAL FIBRILLATION, FAMILIAL, 9; ATFB9)	613980
ENSG00000143315	PIGM	PIGM (GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1;;PORTAL HYPERTENSION WITH SEIZURES AND/OR MACROCEPHALY;;GLYCOSYLPHOSPHATIDYLINOSITOL DEFICIENCY; GPID)	610293
ENSG00000183918	SH2D1A	SH2D1A (LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 1; XLP1;;XLP;;LYMPHOPROLIFERATIVE DISEASE, X-LINKED; XLPD;;LYP;;DUNCAN DISEASE;;EPSTEIN-BARR VIRUS INFECTION, FAMILIAL FATAL;;EBV INFECTION, SEVERE, SUSCEPTIBILITY TO; EBVS;;INFECTIOUS MONONUCLEOSIS, SEVERE, S /.../IBILITY TO;;IMMUNODEFICIENCY, X-LINKED PROGRESSIVE COMBINED VARIABLE;;IMMUNODEFICIENCY 5; IMD5;;PURTILO SYNDROME)	308240
ENSG00000182473	EXOC7	EXOC7 (NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND BRAIN ATROPHY; NEDSEBA)	619072
ENSG00000102125	TAFAZZIN	TAFAZZIN (BARTH SYNDROME; BTHS;;CARDIOSKELETAL MYOPATHY WITH NEUTROPENIA AND ABNORMAL MITOCHONDRIA;;3-@METHYLGLUTACONIC ACIDURIA, TYPE II; MGCA2;;MGA, TYPE II; MGA2)	302060
ENSG00000164182	NDUFAF2	NDUFAF2 (MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 10; MC1DN10)	618233
ENSG00000121897	LIAS	LIAS (HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES; HGCLAS;;PYRUVATE DEHYDROGENASE LIPOIC ACID SYNTHETASE DEFICIENCY; PDHLD)	614462
ENSG00000164187	LMBRD2	LMBRD2 (DEVELOPMENTAL DELAY WITH VARIABLE NEUROLOGIC AND BRAIN ABNORMALITIES; DENBA)	619694
ENSG00000146070	PLA2G7	PLA2G7 (IgE RESPONSIVENESS, ATOPIC; IGER;;IMMUNOGLOBULIN E, BASIC LEVEL OF, IN SERUM;;IgE, LEVEL OF; IGEL;;IgE RESPONSE UNDERLYING ALLERGIC ASTHMA AND RHINITIS IgE, ELEVATED LEVEL OF, INCLUDED;;ATOPY, SUSCEPTIBILITY TO, INCLUDED;;ATOPIC HYPERSENSITIVITY, INCLUDED)	147050
ENSG00000146070	PLA2G7	PLA2G7 (ASTHMA, SUSCEPTIBILITY TO;;ASTHMA, BRONCHIAL;;ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO ASTHMA, PROTECTION AGAINST, INCLUDED;;ASTHMA, DIMINISHED RESPONSE TO ANTILEUKOTRIENE TREATMENT IN, INCLUDED)	600807
ENSG00000146070	PLA2G7	PLA2G7 (PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE DEFICIENCY; PAFAD)	614278
ENSG00000152620	NADK2	NADK2 (2,4-@DIENOYL-CoA REDUCTASE DEFICIENCY; DECRD)	616034
ENSG00000054654	SYNE2	SYNE2 (EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT; EDMD5)	612999
ENSG00000111245	MYL2	MYL2 (CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10; CMH10;;CARDIOMYOPATHY, HYPERTROPHIC, MID-LEFT VENTRICULAR CHAMBER TYPE, 2)	608758
ENSG00000111245	MYL2	MYL2 (MYOPATHY, MYOFIBRILLAR, 12, INFANTILE-ONSET, WITH CARDIOMYOPATHY; MFM12)	619424
ENSG00000182187	CRYGB	CRYGB (CATARACT 39, MULTIPLE TYPES; CTRCT39)	615188
ENSG00000177239	MAN1B1	MAN1B1 (RAFIQ SYNDROME; RAFQS;;CDG2U;;MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15, FORMERLY; MRT15, FORMERLY)	614202
ENSG00000109814	UGDH	UGDH (DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 84; DEE84;;EPILEPTIC ENCEPHALOPATHY, EARLY IFANTILE, 84; EIEE84;;JAMUAR SYNDROME)	618792
ENSG00000160949	TONSL	TONSL (SPONDYLOEPIMETAPHYSEAL DYSPLASIA, SPONASTRIME TYPE; SEMDSP;;SPONDYLAR AND NASAL ALTERATIONS WITH STRIATED METAPHYSES;;SPONASTRIME DYSPLASIA;;SHORT-LIMB DWARFISM WITH SADDLE NOSE, SPINAL ALTERATIONS, AND METAPHYSEAL STRIATION)	271510
ENSG00000107249	GLIS3	GLIS3 (DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM; NDH;;NDH SYNDROME)	610199
ENSG00000101916	TLR8	TLR8 (IMMUNODEFICIENCY 98 WITH AUTOINFLAMMATION, X-LINKED; IMD98;;INFLAMMATION, NEUTROPENIA, BONE MARROW FAILURE, AND LYMPHOPROLIFERATION CAUSED BY TLR8; INFLTR8)	301078
ENSG00000156466	GDF6	GDF6 (KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT; KFS1;;KFS;;CERVICAL VERTEBRAL FUSION, AUTOSOMAL DOMINANT)	118100
ENSG00000156466	GDF6	GDF6 (MICROPHTHALMIA, ISOLATED 4; MCOP4)	613094
ENSG00000156466	GDF6	GDF6 (MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6; MCOPCB6)	613703
ENSG00000156466	GDF6	GDF6 (LEBER CONGENITAL AMAUROSIS 17; LCA17)	615360
ENSG00000156466	GDF6	GDF6 (MULTIPLE SYNOSTOSES SYNDROME 4; SYNS4)	617898
ENSG00000129654	FOXJ1	FOXJ1 (CILIARY DYSKINESIA, PRIMARY, 43; CILD43;;CILIARY DYSKINESIA, PRIMARY, 43, WITH OR WITHOUT SITUS INVERSUS)	618699
ENSG00000224389	C4B	C4B (COMPLEMENT COMPONENT 4B DEFICIENCY; C4BD;;C4B DEFICIENCY)	614379
ENSG00000140854	KATNB1	KATNB1 (LISSENCEPHALY 6 WITH MICROCEPHALY; LIS6)	616212
ENSG00000130957	FBP2	FBP2 (LEUKODYSTROPHY, CHILDHOOD-ONSET, REMITTING; CORLK)	619864
ENSG00000165140	FBP1	FBP1 (FRUCTOSE-1,6-BISPHOSPHATASE DEFICIENCY; FBP1D)	229700
ENSG00000104774	MAN2B1	MAN2B1 (MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA;;ALPHA-MANNOSIDOSIS;;LYSOSOMAL ALPHA-D-MANNOSIDASE DEFICIENCY;;ALPHA-MANNOSIDASE B DEFICIENCY)	248500
ENSG00000108963	DPH1	DPH1 (DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FACIAL FEATURES, AND SPARSE HAIR; DEDSSH;;LOUCKS-INNES SYNDROME)	616901
ENSG00000101966	XIAP	XIAP (LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 2; XLP2;;XIAP DEFICIENCY)	300635
ENSG00000101966	XIAP	XIAP (LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 1; XLP1;;XLP;;LYMPHOPROLIFERATIVE DISEASE, X-LINKED; XLPD;;LYP;;DUNCAN DISEASE;;EPSTEIN-BARR VIRUS INFECTION, FAMILIAL FATAL;;EBV INFECTION, SEVERE, SUSCEPTIBILITY TO; EBVS;;INFECTIOUS MONONUCLEOSIS, SEVERE, S /.../IBILITY TO;;IMMUNODEFICIENCY, X-LINKED PROGRESSIVE COMBINED VARIABLE;;IMMUNODEFICIENCY 5; IMD5;;PURTILO SYNDROME)	308240
ENSG00000145331	TRMT10A	TRMT10A (MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1; MSSGM1;;MSSGM)	616033
ENSG00000083799	CYLD	CYLD (CYLINDROMATOSIS, FAMILIAL;;ANCELL-SPIEGLER CYLINDROMAS;;'TURBAN TUMOR' SYNDROME;;CYLINDROMAS, DERMAL ECCRINE)	132700
ENSG00000083799	CYLD	CYLD (TRICHOEPITHELIOMA, MULTIPLE FAMILIAL, 1;;MFT1;;EPITHELIOMA ADENOIDES CYSTICUM OF BROOKE; EAC;;EPITHELIOMA, HEREDITARY MULTIPLE BENIGN CYSTIC;;BROOKE-FORDYCE TRICHOEPITHELIOMAS)	601606
ENSG00000083799	CYLD	CYLD (BROOKE-SPIEGLER SYNDROME; BRSS;;BSS;;SPIEGLER-BROOKE SYNDROME; SBS)	605041
ENSG00000083799	CYLD	CYLD (FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 8; FTDALS8)	619132
ENSG00000149269	PAK1	PAK1 (INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD)	618158
ENSG00000119392	GLE1	GLE1 (LETHAL CONGENITAL CONTRACTURE SYNDROME 1; LCCS1;;LCCS;;MULTIPLE CONTRACTURE SYNDROME, FINNISH TYPE)	253310
ENSG00000119392	GLE1	GLE1 (CONGENITAL ARTHROGRYPOSIS WITH ANTERIOR HORN CELL DISEASE; CAAHD;;LETHAL ARTHROGRYPOSIS WITH ANTERIOR HORN CELL DISEASE, FORMERLY; LAAHD, FORMERLY)	611890
ENSG00000092607	TBX15	TBX15 (COUSIN SYNDROME;;CRANIOFACIAL DYSMORPHISM, HYPOPLASIA OF SCAPULA AND PELVIS, AND SHORT STATURE;;PELVISCAPULAR DYSPLASIA)	260660
ENSG00000147044	CASK	CASK (FG SYNDROME 4; FGS4 INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, WITH OR WITHOUT NYSTAGMUS, INCLUDED;;MENTAL RETARDATION, X-LINKED, WITH OR WITHOUT NYSTAGMUS, INCLUDED)	300422
ENSG00000147044	CASK	CASK (INTELLECTUAL DEVELOPMENTAL DISORDER WITH MICROCEPHALY AND PONTINE AND CEREBELLAR HYPOPLASIA; MICPCH;;MENTAL RETARDATION AND MICROCEPHALY WITH PONTINE AND CEREBELLAR HYPOPLASIA;;MICPCH SYNDROME;;INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMI /.../M TYPE; MRXSNA;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, NAJM TYPE)	300749
ENSG00000147044	CASK	CASK (ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY;;FAVISM, SUSCEPTIBILITY TO)	300908
ENSG00000188343	CIBAR1	CIBAR1 (POLYDACTYLY, POSTAXIAL, TYPE A9; PAPA9)	618219
ENSG00000136710	CCDC115	CCDC115 (CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIo; CDG2O;;CDG IIo; CDGIIo)	616828
ENSG00000169252	ADRB2	ADRB2 (BETA-2-ADRENERGIC RECEPTOR; ADRB2;;BETA-ADRENERGIC RECEPTOR; ADRBR;;BETA-2-ADRENOCEPTOR; BAR; B2AR;;ADRB2R BETA-2-ADRENORECEPTOR AGONIST, REDUCED RESPONSE TO, INCLUDED)	109690
ENSG00000169252	ADRB2	ADRB2 (ASTHMA, SUSCEPTIBILITY TO;;ASTHMA, BRONCHIAL;;ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO ASTHMA, PROTECTION AGAINST, INCLUDED;;ASTHMA, DIMINISHED RESPONSE TO ANTILEUKOTRIENE TREATMENT IN, INCLUDED)	600807
ENSG00000169252	ADRB2	ADRB2 (OBESITY LEANNESS, INCLUDED)	601665
ENSG00000115840	SLC25A12	SLC25A12 (DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 39; DEE39;;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 39; EIEE39;;HYPOMYELINATION, GLOBAL CEREBRAL;;ASPARTATE-GLUTAMATE CARRIER 1 DEFICIENCY;;AGC1 DEFICIENCY)	612949
